"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"GEO","Geo Group Inc (The)","18.57","$2.25B","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/geo",
"GPRK","Geopark Ltd","17.97","$1.1B","2014","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/gprk",
"GPJA","Georgia Power Company","25.73","n/a","2017","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/gpja",
"GGB","Gerdau S.A.","3.84","$6.51B","n/a","Capital Goods","Steel/Iron Ore","https://www.nasdaq.com/symbol/ggb",
"GTY","Getty Realty Corporation","30.34","$1.24B","n/a","Finance","Real Estate","https://www.nasdaq.com/symbol/gty",
"GIG","GigCapital, Inc.","10.39","$191.82M","2018","Finance","Business Services","https://www.nasdaq.com/symbol/gig",
"GIG.U","GigCapital, Inc.","n/a","n/a","2017","n/a","n/a","https://www.nasdaq.com/symbol/gig.u",
"GIG.WS","GigCapital, Inc.","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/gig.ws",
"GIG~","GigCapital, Inc.","0.45","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/gig~",
"GIX","GigCapital2, Inc.","9.76","n/a","2019","Finance","Business Services","https://www.nasdaq.com/symbol/gix",
"GIX.U","GigCapital2, Inc.","n/a","n/a","2019","n/a","n/a","https://www.nasdaq.com/symbol/gix.u",
"GIX.WS","GigCapital2, Inc.","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/gix.ws",
"GIX~","GigCapital2, Inc.","0.15","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/gix~",
"GIL","Gildan Activewear, Inc.","40.17","$8.18B","1998","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/gil",
"GLT","Glatfelter","16.02","$705.81M","n/a","Basic Industries","Paper","https://www.nasdaq.com/symbol/glt",
"GKOS","Glaukos Corporation","76.75","$2.79B","2015","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/gkos",
"GSK","GlaxoSmithKline PLC","41.14","$102.61B","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/gsk",
"CO","Global Cord Blood Corporation","5.76","$700.13M","n/a","Finance","Business Services","https://www.nasdaq.com/symbol/co",
"GMRE","Global Medical REIT Inc.","10.52","$363.52M","2016","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/gmre",
"GMRE^A","Global Medical REIT Inc.","25.8538","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/gmre^a",
"GNL","Global Net Lease, Inc.","18.94","$1.59B","2015","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/gnl",
"GNL^A","Global Net Lease, Inc.","25.28","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/gnl^a",
"GLP","Global Partners LP","19.95","$678.21M","2005","Energy","Oil Refining/Marketing","https://www.nasdaq.com/symbol/glp",
"GLP^A","Global Partners LP","26.47","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/glp^a",
"GPN","Global Payments Inc.","165.1","$25.87B","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/gpn",
"GSL","Global Ship Lease, Inc.","8.35","$85.11M","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/gsl",
"GSL^B","Global Ship Lease, Inc.","23.69","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/gsl^b",
"GLOB","Globant S.A.","106.67","$3.89B","2014","Technology","EDP Services","https://www.nasdaq.com/symbol/glob",
"GMED","Globus Medical, Inc.","42.54","$4.21B","2012","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/gmed",
"GMS","GMS Inc.","22.71","$916.91M","2016","Consumer Services","RETAIL: Building Materials","https://www.nasdaq.com/symbol/gms",
"GNC","GNC Holdings, Inc.","1.87","$157.02M","2011","Consumer Non-Durables","Food Chains","https://www.nasdaq.com/symbol/gnc",
"GDDY","GoDaddy Inc.","74.78","$13.25B","2015","Technology","EDP Services","https://www.nasdaq.com/symbol/gddy",
"GOL","Gol Linhas Aereas Inteligentes S.A.","20.24","$3.54B","2004","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/gol",
"GFI","Gold Fields Limited","5.36","$4.44B","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/gfi",
"GSBD","Goldman Sachs BDC, Inc.","19.75","$795.97M","2015","n/a","n/a","https://www.nasdaq.com/symbol/gsbd",
"GS","Goldman Sachs Group, Inc. (The)","213.3","$78.03B","1999","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/gs",
"GS^A","Goldman Sachs Group, Inc. (The)","19.92","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/gs^a",
"GS^B.CL","Goldman Sachs Group, Inc. (The)","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/gs^b.cl",
"GS^C","Goldman Sachs Group, Inc. (The)","21.03","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/gs^c",
"GS^D","Goldman Sachs Group, Inc. (The)","20.78","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/gs^d",
"GS^J","Goldman Sachs Group, Inc. (The)","26.32","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/gs^j",
"GS^K","Goldman Sachs Group, Inc. (The)","28.44","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/gs^k",
"GS^N","Goldman Sachs Group, Inc. (The)","26.98","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/gs^n",
"GER","Goldman Sachs MLP Energy Renaissance Fund","5.42","$430.72M","1986","n/a","n/a","https://www.nasdaq.com/symbol/ger",
"GMZ","Goldman Sachs MLP Income Opportunities Fund","7.84","$348.27M","2013","n/a","n/a","https://www.nasdaq.com/symbol/gmz",
"GRC","Gorman-Rupp Company (The)","31.16","$814.04M","n/a","Capital Goods","Fluid Controls","https://www.nasdaq.com/symbol/grc",
"GPX","GP Strategies Corporation","15.54","$260.53M","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/gpx",
"GGG","Graco Inc.","50.04","$8.33B","n/a","Capital Goods","Fluid Controls","https://www.nasdaq.com/symbol/ggg",
"GRAF","Graf Industrial Corp.","9.97","$303.79M","2018","Finance","Business Services","https://www.nasdaq.com/symbol/graf",
"GRAF.U","Graf Industrial Corp.","n/a","n/a","2018","n/a","n/a","https://www.nasdaq.com/symbol/graf.u",
"GRAF.WS","Graf Industrial Corp.","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/graf.ws",
"EAF","GrafTech International Ltd.","10.92","$3.17B","2018","Energy","Industrial Machinery/Components","https://www.nasdaq.com/symbol/eaf",
"GHM","Graham Corporation","19.12","$188.92M","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/ghm",
"GHC","Graham Holdings Company","734.35","$3.9B","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/ghc",
"GRAM","Grana y Montero S.A.A.","2.95","$514.43M","2018","Basic Industries","Military/Government/Technical","https://www.nasdaq.com/symbol/gram",
"GVA","Granite Construction Incorporated","42.19","$1.98B","n/a","Basic Industries","Military/Government/Technical","https://www.nasdaq.com/symbol/gva",
"GPMT","Granite Point Mortgage Trust Inc.","19.24","$1.03B","2017","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/gpmt",
"GRP.U","Granite Real Estate Inc.","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/grp.u",
"GPK","Graphic Packaging Holding Company","13.92","$4.11B","n/a","Consumer Durables","Containers/Packaging","https://www.nasdaq.com/symbol/gpk",
"GTN","Gray Television, Inc.","17.66","$1.79B","n/a","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/gtn",
"GTN.A","Gray Television, Inc.","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/gtn.a",
"AJX","Great Ajax Corp.","13.61","$258.11M","2015","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/ajx",
"AJXA","Great Ajax Corp.","25.95","n/a","2017","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/ajxa",
"GWB","Great Western Bancorp, Inc.","32.97","$1.88B","2014","Finance","Major Banks","https://www.nasdaq.com/symbol/gwb",
"GDOT","Green Dot Corporation","47.87","$2.54B","2010","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/gdot",
"GBX","Greenbrier Companies, Inc. (The)","28.22","$916.69M","1994","Capital Goods","Railroads","https://www.nasdaq.com/symbol/gbx",
"GHL","Greenhill & Co., Inc.","14.68","$309.15M","2004","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/ghl",
"GHG","GreenTree Hospitality Group Ltd.","12.21","$1.24B","2018","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/ghg",
"GEF","Greif Bros. Corporation","34.2","$2.03B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/gef",
"GEF.B","Greif Bros. Corporation","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/gef.b",
"GFF","Griffon Corporation","15.84","$741.32M","n/a","Capital Goods","Building Products","https://www.nasdaq.com/symbol/gff",
"GPI","Group 1 Automotive, Inc.","82.91","$1.54B","1997","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/gpi",
"GRUB","GrubHub Inc.","74.73","$6.81B","2014","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/grub",
"PAC","Grupo Aeroportuario Del Pacifico, S.A. de C.V.","105.86","$5.94B","2006","Transportation","Aerospace","https://www.nasdaq.com/symbol/pac",
"ASR","Grupo Aeroportuario del Sureste, S.A. de C.V.","164.21","$4.93B","n/a","Transportation","Aerospace","https://www.nasdaq.com/symbol/asr",
"AVAL","Grupo Aval Acciones y Valores S.A.","8.21","$9.15B","2014","Finance","Commercial Banks","https://www.nasdaq.com/symbol/aval",
"SUPV","Grupo Supervielle S.A.","8.12","$741.72M","2016","Finance","Commercial Banks","https://www.nasdaq.com/symbol/supv",
"TV","Grupo Televisa S.A.","9.08","$5.25B","1993","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/tv",
"GSAH","GS Acquisition Holdings Corp.","10.15","$875.44M","2018","n/a","n/a","https://www.nasdaq.com/symbol/gsah",
"GSAH.U","GS Acquisition Holdings Corp.","n/a","n/a","2018","n/a","n/a","https://www.nasdaq.com/symbol/gsah.u",
"GSAH.WS","GS Acquisition Holdings Corp.","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/gsah.ws",
"GSX","GSX Techedu Inc.","10.4","$2.44B","2019","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/gsx",
"GTT","GTT Communications, Inc.","14.42","$805.31M","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/gtt",
"GSH","Guangshen Railway Company Limited","16.58","$2.35B","n/a","Transportation","Railroads","https://www.nasdaq.com/symbol/gsh",
"GES","Guess?, Inc.","16.44","$1.18B","1996","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/ges",
"GGM","Guggenheim Credit Allocation Fund","20.65","$152.47M","2013","n/a","n/a","https://www.nasdaq.com/symbol/ggm",
"GPM","Guggenheim Enhanced Equity Income Fund","8.125","$391.4M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/gpm",
"GOF","Guggenheim Strategic Opportunities Fund","20.55","$748.43M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/gof",
"GBAB","Guggenheim Taxable Municipal Managed Duration Trst","23.88","$416.03M","2010","n/a","n/a","https://www.nasdaq.com/symbol/gbab",
"GWRE","Guidewire Software, Inc.","101.65","$8.32B","2012","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/gwre",
"HRB","H&R Block, Inc.","28.19","$5.69B","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/hrb",
"FUL","H. B. Fuller Company","47.69","$2.43B","n/a","Basic Industries","Home Furnishings","https://www.nasdaq.com/symbol/ful",
"HAE","Haemonetics Corporation","122","$6.25B","1991","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/hae",
"HK","Halcon Resources Corporation","0.1816","$29.83M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/hk",
"HK.WS","Halcon Resources Corporation","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/hk.ws",
"HAL","Halliburton Company","21.78","$19.04B","n/a","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/hal",
"HBB","Hamilton Beach Brands Holding Company","16.45","$227.87M","2017","Consumer Durables","Home Furnishings","https://www.nasdaq.com/symbol/hbb",
"HBI","Hanesbrands Inc.","16.49","$5.96B","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://www.nasdaq.com/symbol/hbi",
"HNGR","Hanger, Inc.","17.04","$634.56M","2018","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/hngr",
"HASI","Hannon Armstrong Sustainable Infrastructure Capital, Inc.","27.88","$1.78B","2013","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/hasi",
"HOG","Harley-Davidson, Inc.","35.86","$5.7B","n/a","Consumer Non-Durables","Motor Vehicles","https://www.nasdaq.com/symbol/hog",
"HMY","Harmony Gold Mining Company Limited","2.43","$1.29B","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/hmy",
"HSC","Harsco Corporation","24.96","$2B","n/a","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/hsc",
"HHS","Harte-Hanks, Inc.","2.78","$17.44M","1993","Technology","Advertising","https://www.nasdaq.com/symbol/hhs",
"HGH","Hartford Financial Services Group, Inc. (The)","28.56","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/hgh",
"HIG","Hartford Financial Services Group, Inc. (The)","57.66","$20.84B","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/hig",
"HIG^G","Hartford Financial Services Group, Inc. (The)","27.8","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/hig^g",
"HVT","Haverty Furniture Companies, Inc.","18.11","$372.54M","n/a","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/hvt",
"HVT.A","Haverty Furniture Companies, Inc.","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/hvt.a",
"HE","Hawaiian Electric Industries, Inc.","44.62","$4.86B","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/he",
"HCHC","HC2 Holdings, Inc.","2.14","$97.65M","n/a","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/hchc",
"HCA","HCA Healthcare, Inc.","139.97","$47.91B","2011","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/hca",
"HCI","HCI Group, Inc.","40.47","$344.11M","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/hci",
"HCP","HCP, Inc.","32.55","$15.56B","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/hcp",
"HDB","HDFC Bank Limited","125.92","$114.71B","2001","Finance","Commercial Banks","https://www.nasdaq.com/symbol/hdb",
"HR","Healthcare Realty Trust Incorporated","32.33","$4.18B","1993","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/hr",
"HTA","Healthcare Trust of America, Inc.","27.92","$5.73B","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/hta",
"HL","Hecla Mining Company","1.96","$953.01M","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://www.nasdaq.com/symbol/hl",
"HL^B","Hecla Mining Company","51.4592","n/a","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://www.nasdaq.com/symbol/hl^b",
"HEI","Heico Corporation","137","$18.34B","n/a","Capital Goods","Aerospace","https://www.nasdaq.com/symbol/hei",
"HEI.A","Heico Corporation","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/hei.a",
"HLX","Helix Energy Solutions Group, Inc.","7.99","$1.19B","n/a","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/hlx",
"HP","Helmerich & Payne, Inc.","50.04","$5.48B","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/hp",
"HLF","Herbalife Nutrition Ltd.","40.51","$6.12B","2004","Health Care","Other Pharmaceuticals","https://www.nasdaq.com/symbol/hlf",
"HRI","Herc Holdings Inc.","42.98","$1.23B","2016","n/a","n/a","https://www.nasdaq.com/symbol/hri",
"HCXY","Hercules Capital, Inc.","26.07","n/a","2018","n/a","n/a","https://www.nasdaq.com/symbol/hcxy",
"HCXZ","Hercules Capital, Inc.","25.1","n/a","2018","n/a","n/a","https://www.nasdaq.com/symbol/hcxz",
"HTGC","Hercules Capital, Inc.","13","$1.36B","2012","n/a","n/a","https://www.nasdaq.com/symbol/htgc",
"HRTG","Heritage Insurance Holdings, Inc.","15.29","$458.9M","2014","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/hrtg",
"PSV","Hermitage Offshore Services Ltd.","2.78","$56.05M","2014","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/psv",
"HT","Hersha Hospitality Trust","16.35","$641.16M","1999","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/ht",
"HT^C","Hersha Hospitality Trust","25.42","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ht^c",
"HT^D","Hersha Hospitality Trust","24.67","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ht^d",
"HT^E","Hersha Hospitality Trust","24.96","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ht^e",
"HSY","Hershey Company (The)","145.71","$30.42B","n/a","Consumer Non-Durables","Specialty Foods","https://www.nasdaq.com/symbol/hsy",
"HTZ","Hertz Global Holdings, Inc","14.86","$1.25B","2016","Consumer Services","Rental/Leasing Companies","https://www.nasdaq.com/symbol/htz",
"HES","Hess Corporation","59.65","$18.1B","n/a","Energy","Integrated oil Companies","https://www.nasdaq.com/symbol/hes",
"HESM","Hess Midstream Partners LP","20.6","$1.13B","2017","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/hesm",
"HPE","Hewlett Packard Enterprise Company","14.69","$19.67B","2015","Technology","Computer Manufacturing","https://www.nasdaq.com/symbol/hpe",
"HXL","Hexcel Corporation","79.74","$6.77B","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/hxl",
"HEXO","HEXO Corp.","5.1","$1.31B","n/a","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/hexo",
"HCR","Hi-Crush Inc.","1.92","$194.12M","2012","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://www.nasdaq.com/symbol/hcr",
"PCF","High Income Securities Fund","8.25","$106.68M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pcf",
"HGLB","Highland Global Allocation Fund","11.14","$256.43M","2019","n/a","n/a","https://www.nasdaq.com/symbol/hglb",
"HFRO","Highland Income Fund","13.7","$985.14M","2017","n/a","n/a","https://www.nasdaq.com/symbol/hfro",
"HPR","HighPoint Resources Corporation","1.41","$301.4M","2018","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/hpr",
"HIW","Highwoods Properties, Inc.","42.82","$4.44B","1994","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/hiw",
"HIL","Hill International, Inc.","2.93","$163.08M","2018","Consumer Services","Military/Government/Technical","https://www.nasdaq.com/symbol/hil",
"HI","Hillenbrand Inc","35.29","$2.21B","n/a","Consumer Durables","Miscellaneous manufacturing industries","https://www.nasdaq.com/symbol/hi",
"HRC","Hill-Rom Holdings Inc","106.65","$7.12B","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/hrc",
"HTH","Hilltop Holdings Inc.","21.57","$2.03B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/hth",
"HGV","Hilton Grand Vacations Inc.","32.03","$2.91B","2016","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/hgv",
"HLT","Hilton Worldwide Holdings Inc.","97.77","$28.46B","2016","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/hlt",
"HNI","HNI Corporation","34.49","$1.49B","n/a","Consumer Durables","Office Equipment/Supplies/Services","https://www.nasdaq.com/symbol/hni",
"HMLP","Hoegh LNG Partners LP","17.7","$587.68M","2014","Consumer Services","Marine Transportation","https://www.nasdaq.com/symbol/hmlp",
"HMLP^A","Hoegh LNG Partners LP","26.1","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/hmlp^a",
"HEP","Holly Energy Partners, L.P.","28.76","$3.03B","2004","Energy","Natural Gas Distribution","https://www.nasdaq.com/symbol/hep",
"HFC","HollyFrontier Corporation","47.55","$8.12B","n/a","Energy","Integrated oil Companies","https://www.nasdaq.com/symbol/hfc",
"HD","Home Depot, Inc. (The)","215.61","$237.23B","n/a","Consumer Services","RETAIL: Building Materials","https://www.nasdaq.com/symbol/hd",
"HMC","Honda Motor Company, Ltd.","25.88","$45.54B","n/a","Capital Goods","Auto Manufacturing","https://www.nasdaq.com/symbol/hmc",
"HON","Honeywell International Inc.","168.62","$122.71B","n/a","Capital Goods","Aerospace","https://www.nasdaq.com/symbol/hon",
"HMN","Horace Mann Educators Corporation","41.46","$1.71B","1991","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/hmn",
"HZN","Horizon Global Corporation","3.89","$98.27M","2015","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/hzn",
"HTFA","Horizon Technology Finance Corporation","25.6","n/a","2017","n/a","n/a","https://www.nasdaq.com/symbol/htfa",
"HRL","Hormel Foods Corporation","41.2","$21.99B","n/a","Consumer Non-Durables","Meat/Poultry/Fish","https://www.nasdaq.com/symbol/hrl",
"HOS","Hornbeck Offshore Services","1.07","$40.53M","2004","Consumer Services","Marine Transportation","https://www.nasdaq.com/symbol/hos",
"HST","Host Hotels & Resorts, Inc.","17.9","$13.26B","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/hst",
"HLI","Houlihan Lokey, Inc.","43.68","$2.89B","2015","Finance","Investment Managers","https://www.nasdaq.com/symbol/hli",
"HOV","Hovnanian Enterprises Inc","8.58","$50.96M","n/a","Capital Goods","Homebuilding","https://www.nasdaq.com/symbol/hov",
"HHC","Howard Hughes Corporation (The)","130.01","$5.61B","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/hhc",
"HPQ","HP Inc.","21.18","$31.9B","n/a","Technology","Computer Manufacturing","https://www.nasdaq.com/symbol/hpq",
"HSBC","HSBC Holdings plc","41.23","$167.25B","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/hsbc",
"HSBC^A","HSBC Holdings plc","26.36","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/hsbc^a",
"HMI","Huami Corporation","10.49","$633.95M","2018","Technology","Computer Manufacturing","https://www.nasdaq.com/symbol/hmi",
"HNP","Huaneng Power International, Inc.","23.38","$9.18B","1994","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/hnp",
"HUBB","Hubbell Inc","125.28","$6.83B","2015","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/hubb",
"HUBS","HubSpot, Inc.","181.11","$7.63B","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/hubs",
"HBM","Hudbay Minerals Inc.","5.19","$1.36B","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/hbm",
"HUD","Hudson Ltd.","13.95","$1.29B","2018","Consumer Services","Department/Specialty Retail Stores","https://www.nasdaq.com/symbol/hud",
"HPP","Hudson Pacific Properties, Inc.","34.48","$5.32B","2010","Finance","Real Estate","https://www.nasdaq.com/symbol/hpp",
"HUM","Humana Inc.","281.98","$38.08B","n/a","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/hum",
"HCFT","Hunt Companies Finance Trust, Inc.","3.41","$80.77M","2013","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/hcft",
"HII","Huntington Ingalls Industries, Inc.","231.35","$9.61B","n/a","Capital Goods","Marine Transportation","https://www.nasdaq.com/symbol/hii",
"HUN","Huntsman Corporation","20.29","$4.73B","2005","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/hun",
"HUYA","HUYA Inc.","22.87","$4.99B","2018","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/huya",
"H","Hyatt Hotels Corporation","79.31","$8.35B","2009","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/h",
"HY","Hyster-Yale Materials Handling, Inc.","52.89","$880.95M","n/a","Capital Goods","Construction/Ag Equipment/Trucks","https://www.nasdaq.com/symbol/hy",
"IAA","IAA, Inc.","43.96","$5.87B","2019","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/iaa",
"IAG","Iamgold Corporation","3.71","$1.74B","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/iag",
"IBN","ICICI Bank Limited","12.26","$39.56B","n/a","Finance","Commercial Banks","https://www.nasdaq.com/symbol/ibn",
"IDA","IDACORP, Inc.","104.16","$5.25B","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/ida",
"IEX","IDEX Corporation","165.75","$12.55B","1989","Capital Goods","Fluid Controls","https://www.nasdaq.com/symbol/iex",
"IDT","IDT Corporation","10.83","$284.61M","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/idt",
"INFO","IHS Markit Ltd.","65.37","$26.22B","1996","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/info",
"ITW","Illinois Tool Works Inc.","150.32","$48.97B","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/itw",
"IMAX","Imax Corporation","20.24","$1.24B","n/a","Miscellaneous","Industrial Machinery/Components","https://www.nasdaq.com/symbol/imax",
"ICD","Independence Contract Drilling, Inc.","1.29","$99.43M","2014","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/icd",
"IHC","Independence Holding Company","36.85","$550.41M","n/a","Finance","Life Insurance","https://www.nasdaq.com/symbol/ihc",
"IRT","Independence Realty Trust, Inc.","12.01","$1.08B","2013","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/irt",
"IFN","India Fund, Inc. (The)","21.38","$575.22M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ifn",
"IBA","Industrias Bachoco, S.A. de C.V.","52.79","$2.64B","1997","Consumer Non-Durables","Meat/Poultry/Fish","https://www.nasdaq.com/symbol/iba",
"INFY","Infosys Limited","11.49","$49.08B","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/infy",
"ING","ING Group, N.V.","11.5","$44.8B","1997","Finance","Commercial Banks","https://www.nasdaq.com/symbol/ing",
"ISG","ING Group, N.V.","26.18","n/a","n/a","Finance","Commercial Banks","https://www.nasdaq.com/symbol/isg",
"IR","Ingersoll-Rand plc (Ireland)","125.17","$30.19B","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/ir",
"NGVT","Ingevity Corporation","101.29","$4.24B","2016","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/ngvt",
"INGR","Ingredion Incorporated","80.29","$5.35B","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/ingr",
"IIPR","Innovative Industrial Properties, Inc.","125.68","$1.23B","2016","Finance","Real Estate","https://www.nasdaq.com/symbol/iipr",
